,no.,date,time,source,destination,protocol,length,tcp_retransmission,flags,source_port,destination_port,seq,win,len,mss,ack
1568,1569,2020-11-04,12:37:36,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1081,0,4096,0,1460,False
1569,1570,2020-11-04,12:37:42,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,49161,0,2048,0,1460,False
1570,1571,2020-11-04,12:37:48,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1500,0,4096,0,1460,False
1571,1572,2020-11-04,12:37:53,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,264,0,3072,0,1460,False
1572,1573,2020-11-04,12:37:59,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2111,0,1024,0,1460,False
1573,1574,2020-11-04,12:38:05,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,49,0,2048,0,1460,False
1574,1575,2020-11-04,12:38:10,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,4002,0,3072,0,1460,False
1575,1576,2020-11-04,12:38:16,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1076,0,1024,0,1460,False
1576,1577,2020-11-04,12:38:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1503,0,3072,0,1460,False
1577,1578,2020-11-04,12:38:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6001,0,1024,0,1460,False
1578,1579,2020-11-04,12:38:33,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,32771,0,1024,0,1460,False
1579,1580,2020-11-04,12:38:39,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,417,0,3072,0,1460,False
1580,1581,2020-11-04,12:38:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8011,0,4096,0,1460,False
1581,1582,2020-11-04,12:38:50,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,9040,0,1024,0,1460,False
1582,1583,2020-11-04,12:38:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5226,0,3072,0,1460,False
1583,1584,2020-11-04,12:39:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5666,0,1024,0,1460,False
1584,1585,2020-11-04,12:39:07,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1947,0,4096,0,1460,False
1585,1586,2020-11-04,12:39:12,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,40193,0,1024,0,1460,False
1586,1587,2020-11-04,12:39:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,16012,0,3072,0,1460,False
1587,1588,2020-11-04,12:41:53,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,54045,0,4096,0,1460,False
1588,1589,2020-11-04,13:43:07,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8443,0,3072,0,1460,False
1589,1590,2020-11-04,13:43:13,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3986,0,4096,0,1460,False
1590,1591,2020-11-04,13:43:19,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1113,0,1024,0,1460,False
1591,1592,2020-11-04,13:43:26,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1107,0,4096,0,1460,False
1592,1593,2020-11-04,13:43:31,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,636,0,3072,0,1460,False
1593,1594,2020-11-04,13:43:37,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5054,0,4096,0,1460,False
1594,1595,2020-11-04,13:43:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1334,0,1024,0,1460,False
1595,1596,2020-11-04,13:43:49,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1023,0,4096,0,1460,False
1596,1597,2020-11-04,13:43:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,903,0,2048,0,1460,False
1597,1598,2020-11-04,13:44:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,100,0,1024,0,1460,False
1598,1599,2020-11-04,13:44:05,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3703,0,2048,0,1460,False
1599,1600,2020-11-04,13:44:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1028,0,1024,0,1460,False
1600,1601,2020-11-04,13:44:17,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,900,0,2048,0,1460,False
1601,1602,2020-11-04,13:44:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,873,0,4096,0,1460,False
1602,1603,2020-11-04,13:44:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,119,0,4096,0,1460,False
1603,1604,2020-11-04,13:44:33,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,26214,0,3072,0,1460,False
1604,1605,2020-11-04,13:44:39,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,20828,0,2048,0,1460,False
1605,1606,2020-11-04,13:48:40,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,32784,0,1024,0,1460,False
1606,1607,2020-11-04,13:48:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2875,0,1024,0,1460,False
1607,1608,2020-11-04,13:48:49,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1130,0,4096,0,1460,False
1608,1609,2020-11-04,13:48:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,49400,0,1024,0,1460,False
1609,1610,2020-11-04,13:48:59,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,9100,0,2048,0,1460,False
1610,1611,2020-11-04,13:49:03,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5950,0,3072,0,1460,False
1611,1612,2020-11-04,13:49:09,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,21571,0,2048,0,1460,False
1612,1613,2020-11-04,13:49:15,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1054,0,2048,0,1460,False
1613,1614,2020-11-04,14:11:55,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1022,0,2048,0,1460,False
1614,1615,2020-11-04,14:12:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1556,0,1024,0,1460,False
1615,1616,2020-11-04,14:58:48,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1935,0,2048,0,1460,False
1616,1617,2020-11-04,14:58:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1034,0,2048,0,1460,False
1617,1618,2020-11-04,14:59:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2043,0,2048,0,1460,False
1618,1619,2020-11-04,14:59:05,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8290,0,1024,0,1460,False
1619,1620,2020-11-04,14:59:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2323,0,2048,0,1460,False
1620,1621,2020-11-04,14:59:16,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5009,0,2048,0,1460,False
1621,1622,2020-11-04,14:59:23,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6692,0,4096,0,1460,False
1622,1623,2020-11-04,14:59:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,10215,0,1024,0,1460,False
1623,1624,2020-11-04,14:59:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,7627,0,3072,0,1460,False
1624,1625,2020-11-04,14:59:39,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1039,0,1024,0,1460,False
1625,1626,2020-11-04,14:59:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,616,0,1024,0,1460,False
1626,1627,2020-11-04,14:59:51,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,10025,0,3072,0,1460,False
1627,1628,2020-11-04,14:59:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3371,0,3072,0,1460,False
1628,1629,2020-11-04,15:00:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,55055,0,3072,0,1460,False
1629,1630,2020-11-04,15:00:08,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1102,0,1024,0,1460,False
1630,1631,2020-11-04,15:00:14,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5550,0,4096,0,1460,False
1631,1632,2020-11-04,15:00:21,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2638,0,4096,0,1460,False
1632,1633,2020-11-04,15:00:27,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,515,0,3072,0,1460,False
1633,1634,2020-11-04,15:04:05,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,555,0,3072,0,1460,False
1634,1635,2020-11-04,15:04:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,880,0,2048,0,1460,False
1635,1636,2020-11-04,15:04:16,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1755,0,1024,0,1460,False
1636,1637,2020-11-04,15:04:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,49159,0,2048,0,1460,False
1637,1638,2020-11-04,15:04:27,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8254,0,4096,0,1460,False
1638,1639,2020-11-04,15:04:33,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1090,0,4096,0,1460,False
1639,1640,2020-11-04,15:04:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3324,0,1024,0,1460,False
1640,1641,2020-11-04,15:04:44,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2000,0,4096,0,1460,False
1641,1642,2020-11-04,15:04:50,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,50003,0,4096,0,1460,False
1642,1643,2020-11-04,15:04:55,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,9535,0,2048,0,1460,False
1643,1644,2020-11-04,15:05:01,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,161,0,3072,0,1460,False
1644,1645,2020-11-04,15:05:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,9000,0,3072,0,1460,False
1645,1646,2020-11-04,15:05:12,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2105,0,1024,0,1460,False
1646,1647,2020-11-04,15:05:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1213,0,4096,0,1460,False
1647,1648,2020-11-04,15:05:23,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,18988,0,3072,0,1460,False
1648,1649,2020-11-04,15:05:29,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,668,0,1024,0,1460,False
1649,1650,2020-11-04,15:05:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,33,0,1024,0,1460,False
1650,1651,2020-11-04,15:05:39,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5859,0,1024,0,1460,False
1651,1652,2020-11-04,15:05:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,32777,0,1024,0,1460,False
1652,1653,2020-11-04,15:05:51,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,56738,0,2048,0,1460,False
1653,1654,2020-11-04,15:05:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,9099,0,3072,0,1460,False
1654,1655,2020-11-04,15:06:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,4045,0,1024,0,1460,False
1655,1656,2020-11-04,15:06:07,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1094,0,1024,0,1460,False
1656,1657,2020-11-04,15:06:13,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2068,0,1024,0,1460,False
1657,1658,2020-11-04,15:06:19,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8083,0,1024,0,1460,False
1658,1659,2020-11-04,15:06:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,777,0,4096,0,1460,False
1659,1660,2020-11-04,15:06:30,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1074,0,2048,0,1460,False
1660,1661,2020-11-04,15:06:35,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,13722,0,3072,0,1460,False
1661,1662,2020-11-04,15:06:41,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3920,0,1024,0,1460,False
1662,1663,2020-11-04,15:06:47,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5904,0,3072,0,1460,False
1663,1664,2020-11-04,15:09:30,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,787,0,3072,0,1460,False
1664,1665,2020-11-04,16:10:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,20828,0,4096,0,1460,False
1665,1666,2020-11-04,16:10:50,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,26214,0,3072,0,1460,False
1666,1667,2020-11-04,16:10:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,119,0,4096,0,1460,False
1667,1668,2020-11-04,16:10:59,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,873,0,1024,0,1460,False
1668,1669,2020-11-04,16:11:03,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,900,0,4096,0,1460,False
1669,1670,2020-11-04,16:11:08,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1028,0,1024,0,1460,False
1670,1671,2020-11-04,16:11:13,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3703,0,2048,0,1460,False
1671,1672,2020-11-04,16:11:17,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,100,0,1024,0,1460,False
1672,1673,2020-11-04,16:11:23,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,903,0,4096,0,1460,False
1673,1674,2020-11-04,16:11:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1023,0,1024,0,1460,False
1674,1675,2020-11-04,16:11:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1334,0,3072,0,1460,False
1675,1676,2020-11-04,16:11:40,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5054,0,3072,0,1460,False
1676,1677,2020-11-04,16:11:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,636,0,4096,0,1460,False
1677,1678,2020-11-04,16:11:51,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1107,0,3072,0,1460,False
1678,1679,2020-11-04,16:11:58,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8383,0,2048,0,1460,False
1679,1680,2020-11-04,16:12:03,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,544,0,3072,0,1460,False
1680,1681,2020-11-04,16:12:09,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,9111,0,4096,0,1460,False
1681,1682,2020-11-04,16:14:17,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,444,0,1024,0,1460,False
1682,1683,2020-11-04,16:14:23,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3211,0,4096,0,1460,False
1683,1684,2020-11-04,16:14:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,20221,0,4096,0,1460,False
1684,1685,2020-11-04,16:14:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6667,0,3072,0,1460,False
1685,1686,2020-11-04,16:14:39,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,7103,0,2048,0,1460,False
1686,1687,2020-11-04,16:14:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2010,0,1024,0,1460,False
1687,1688,2020-11-04,16:14:50,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,30951,0,4096,0,1460,False
1688,1689,2020-11-04,16:14:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1089,0,3072,0,1460,False
1689,1690,2020-11-04,16:39:32,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2910,0,1024,0,1460,False
1690,1691,2020-11-04,16:39:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5357,0,2048,0,1460,False
1691,1692,2020-11-04,17:26:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,515,0,1024,0,1460,False
1692,1693,2020-11-04,17:26:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2638,0,4096,0,1460,False
1693,1694,2020-11-04,17:26:29,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5550,0,2048,0,1460,False
1694,1695,2020-11-04,17:26:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6901,0,4096,0,1460,False
1695,1696,2020-11-04,17:26:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,25735,0,4096,0,1460,False
1696,1697,2020-11-04,17:26:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6969,0,1024,0,1460,False
1697,1698,2020-11-04,17:26:47,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3003,0,2048,0,1460,False
1698,1699,2020-11-04,17:26:52,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3011,0,2048,0,1460,False
1699,1700,2020-11-04,17:26:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,50002,0,4096,0,1460,False
1700,1701,2020-11-04,17:27:01,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,9998,0,1024,0,1460,False
1701,1702,2020-11-04,17:27:05,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3998,0,2048,0,1460,False
1702,1703,2020-11-04,17:27:10,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2006,0,1024,0,1460,False
1703,1704,2020-11-04,17:27:14,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1080,0,1024,0,1460,False
1704,1705,2020-11-04,17:27:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6006,0,1024,0,1460,False
1705,1706,2020-11-04,17:27:23,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3005,0,2048,0,1460,False
1706,1707,2020-11-04,17:27:27,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5633,0,4096,0,1460,False
1707,1708,2020-11-04,17:27:32,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,7402,0,2048,0,1460,False
1708,1709,2020-11-04,17:27:36,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,4321,0,3072,0,1460,False
1709,1710,2020-11-04,17:29:48,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5859,0,3072,0,1460,False
1710,1711,2020-11-04,17:29:53,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,33,0,2048,0,1460,False
1711,1712,2020-11-04,17:29:57,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,668,0,3072,0,1460,False
1712,1713,2020-11-04,17:30:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,18988,0,1024,0,1460,False
1713,1714,2020-11-04,17:30:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1213,0,3072,0,1460,False
1714,1715,2020-11-04,17:30:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2105,0,2048,0,1460,False
1715,1716,2020-11-04,17:30:15,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,9000,0,3072,0,1460,False
1716,1717,2020-11-04,17:30:20,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,161,0,4096,0,1460,False
1717,1718,2020-11-04,17:30:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,9535,0,4096,0,1460,False
1718,1719,2020-11-04,17:30:29,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,50003,0,4096,0,1460,False
1719,1720,2020-11-04,17:30:33,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2000,0,3072,0,1460,False
1720,1721,2020-11-04,17:30:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3324,0,4096,0,1460,False
1721,1722,2020-11-04,17:30:42,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1090,0,1024,0,1460,False
1722,1723,2020-11-04,17:30:47,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8254,0,2048,0,1460,False
1723,1724,2020-11-04,17:30:51,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,49159,0,1024,0,1460,False
1724,1725,2020-11-04,17:30:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1755,0,3072,0,1460,False
1725,1726,2020-11-04,17:31:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,880,0,2048,0,1460,False
1726,1727,2020-11-04,17:31:04,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,555,0,2048,0,1460,False
1727,1728,2020-11-04,17:33:26,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5904,0,2048,0,1460,False
1728,1729,2020-11-04,17:33:31,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3920,0,3072,0,1460,False
1729,1730,2020-11-04,17:33:36,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,13722,0,3072,0,1460,False
1730,1731,2020-11-04,17:33:40,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1074,0,3072,0,1460,False
1731,1732,2020-11-04,17:33:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,777,0,1024,0,1460,False
1732,1733,2020-11-04,17:33:49,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8083,0,2048,0,1460,False
1733,1734,2020-11-04,17:33:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2068,0,3072,0,1460,False
1734,1735,2020-11-04,17:33:58,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1094,0,3072,0,1460,False
1735,1736,2020-11-04,17:34:03,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,4045,0,1024,0,1460,False
1736,1737,2020-11-04,17:34:07,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,9099,0,3072,0,1460,False
1737,1738,2020-11-04,17:34:12,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,56738,0,4096,0,1460,False
1738,1739,2020-11-04,17:34:16,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,32777,0,2048,0,1460,False
1739,1740,2020-11-04,17:37:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,787,0,3072,0,1460,False
1740,1741,2020-11-04,18:38:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,9111,0,2048,0,1460,False
1741,1742,2020-11-04,18:38:30,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,544,0,2048,0,1460,False
1742,1743,2020-11-04,18:38:36,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8383,0,4096,0,1460,False
1743,1744,2020-11-04,18:38:44,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,50000,0,3072,0,1460,False
1744,1745,2020-11-04,18:38:49,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6129,0,2048,0,1460,False
1745,1746,2020-11-04,18:38:55,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3351,0,1024,0,1460,False
1746,1747,2020-11-04,18:39:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,52822,0,2048,0,1460,False
1747,1748,2020-11-04,18:39:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,16018,0,4096,0,1460,False
1748,1749,2020-11-04,18:39:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,49167,0,4096,0,1460,False
1749,1750,2020-11-04,18:39:17,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6789,0,3072,0,1460,False
1750,1751,2020-11-04,18:39:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6004,0,4096,0,1460,False
1751,1752,2020-11-04,18:39:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1057,0,3072,0,1460,False
1752,1753,2020-11-04,18:39:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3914,0,2048,0,1460,False
1753,1754,2020-11-04,18:39:39,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,65389,0,2048,0,1460,False
1754,1755,2020-11-04,18:39:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6502,0,4096,0,1460,False
1755,1756,2020-11-04,18:39:50,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,16993,0,4096,0,1460,False
1756,1757,2020-11-04,18:39:57,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1149,0,3072,0,1460,False
1757,1758,2020-11-04,18:43:42,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1089,0,1024,0,1460,False
1758,1759,2020-11-04,18:43:47,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,30951,0,1024,0,1460,False
1759,1760,2020-11-04,18:43:53,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2010,0,2048,0,1460,False
1760,1761,2020-11-04,18:43:58,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,7103,0,2048,0,1460,False
1761,1762,2020-11-04,18:44:04,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6667,0,4096,0,1460,False
1762,1763,2020-11-04,18:44:10,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,20221,0,1024,0,1460,False
1763,1764,2020-11-04,18:44:15,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3211,0,3072,0,1460,False
1764,1765,2020-11-04,18:44:21,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,444,0,2048,0,1460,False
1765,1766,2020-11-04,19:07:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5357,0,3072,0,1460,False
1766,1767,2020-11-04,19:07:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2910,0,3072,0,1460,False
1767,1768,2020-11-04,19:53:58,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,4321,0,4096,0,1460,False
1768,1769,2020-11-04,19:54:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,7402,0,2048,0,1460,False
1769,1770,2020-11-04,19:54:12,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5633,0,4096,0,1460,False
1770,1771,2020-11-04,19:54:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3005,0,3072,0,1460,False
1771,1772,2020-11-04,19:54:23,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6006,0,3072,0,1460,False
1772,1773,2020-11-04,19:54:29,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1080,0,2048,0,1460,False
1773,1774,2020-11-04,19:54:35,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2006,0,3072,0,1460,False
1774,1775,2020-11-04,19:54:40,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3998,0,1024,0,1460,False
1775,1776,2020-11-04,19:54:46,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,9998,0,1024,0,1460,False
1776,1777,2020-11-04,19:54:52,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,50002,0,1024,0,1460,False
1777,1778,2020-11-04,19:54:57,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3011,0,2048,0,1460,False
1778,1779,2020-11-04,19:55:03,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3003,0,3072,0,1460,False
